0.01,0.063251,0.1265,0.18975,0.253,0.31625,0.3795,0.44275,0.506,0.56925,0.63251
0.02,0.063251,0.1265,0.18975,0.253,0.31625,0.3795,0.44275,0.506,0.56925,0.63251
0.03,0.063251,0.1265,0.18975,0.253,0.31625,0.3795,0.44275,0.506,0.56925,0.63251
0.04,0.063251,0.1265,0.18975,0.253,0.31625,0.3795,0.44275,0.506,0.56925,0.63251
0.05,0.06325,0.1265,0.18975,0.253,0.31625,0.3795,0.44275,0.506,0.56925,0.6325
0.06,0.06325,0.1265,0.18975,0.253,0.31625,0.3795,0.44275,0.506,0.56925,0.6325
0.07,0.06325,0.1265,0.18975,0.253,0.31625,0.3795,0.44275,0.506,0.56925,0.6325
0.08,0.06325,0.1265,0.18975,0.253,0.31625,0.3795,0.44275,0.506,0.56925,0.6325
0.09,0.06325,0.1265,0.18975,0.253,0.31625,0.3795,0.44275,0.506,0.56925,0.6325
0.1,0.06325,0.1265,0.18975,0.253,0.31625,0.3795,0.44275,0.506,0.56925,0.6325
0.11,0.063249,0.1265,0.18975,0.253,0.31625,0.3795,0.44275,0.50599,0.56924,0.63249
0.12,0.063249,0.1265,0.18975,0.253,0.31624,0.37949,0.44274,0.50599,0.56924,0.63249
0.13,0.063248,0.1265,0.18974,0.25299,0.31624,0.37949,0.44274,0.50599,0.56923,0.63248
0.14,0.063247,0.12649,0.18974,0.25299,0.31624,0.37948,0.44273,0.50598,0.56923,0.63247
0.15,0.063246,0.12649,0.18974,0.25299,0.31623,0.37948,0.44272,0.50597,0.56922,0.63246
0.16,0.063245,0.12649,0.18974,0.25298,0.31623,0.37947,0.44272,0.50596,0.56921,0.63245
0.17,0.063244,0.12649,0.18973,0.25297,0.31622,0.37946,0.44271,0.50595,0.56919,0.63244
0.18,0.063242,0.12648,0.18973,0.25297,0.31621,0.37945,0.44269,0.50594,0.56918,0.63242
0.19,0.06324,0.12648,0.18972,0.25296,0.3162,0.37944,0.44268,0.50592,0.56916,0.6324
0.2,0.063237,0.12647,0.18971,0.25295,0.31619,0.37942,0.44266,0.5059,0.56914,0.63237
